שם הצעת החוק,מדרג,מספר חוק,ניקוד,קישור להצעת החוק,הסבר הדירוג,הערות אחרות,הגיע להצבעה?,עבר?,יוזם ראשון,חתומים,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"הצעת חוק שיפוט בתי דין רבניים (נישואין וגירושין) (תיקון - בירור יהדות), התשפ'א-2021",,פ\24\2178,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158249,,,0,0,אבי מעוז,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אבי מעוז
"הצעת חוק הכנסת (תיקון - ייצוג האופוזיציה בוועדות הכנסת), התשפ""א-2021",bignafcomp@gmail.com,פ/2179/24,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161389,פוליטי,,1,0,צחי הנגבי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,צחי הנגבי
"הצעת חוק שירות ביטחון (תיקון - פטור זקן לחיילים), התשפ'א-2021",,פ\24\2180,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161315,,,0,0,יריב לוין,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יריב לוין
"הצעת חוק שירות ביטחון (תיקון - סיוע טיפולי לבוגרי השירות הצבאי), התשפ""א-2021",bignafcomp@gmail.com,פ/2181/24,1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161379,בדרך כלל אנחנו קוראים פשוט לתת משכורת ולא שירותים לחיילי החובה. אבל פה מדובר בטיפול שיכול הליות דרוש ספציפית בגלל השירות. ויש שיצטרכו אותו ויש שלא.,,1,0,משה טור פז,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,משה טור פז
"הצעת חוק שכר לחיילים בשירות סדיר, התשפ""א-2021",bignafcomp@gmail.com,פ/2182/24,1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161363,"הצעד הראשון לצבא מקצועי, אבל די פופוליסטי אם לא מסבירים איך לממן, נניח על ידי הרחבת שחרור לא מתאימים.",,1,0,אלי כהן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אלי כהן
"הצעת חוק השתלת אברים (תיקון - הפנייה להסכמה לתרומת אברים בטפסים מקוונים), התשפ""א-2021 ",bignafcomp@gmail.com,פ/2183/24,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161344,"עלות מסויימת בעדכון הטפסים, אבל אולי יקל על אנשים לעשות משהו שהם כבר רוצים לעשות רק שזה לא נגיש מספיק.",,1,0,מירב בן ארי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מירב בן ארי
"הצעת חוק ההוצאה לפועל (תיקון - מקדמות על חשבון חוב מזונות ילד), התשפ'א-2021",,פ\24\2184,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161144,,,0,0,מירב בן ארי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מירב בן ארי
"הצעת חוק נישואין וגירושין, התשפ'א-2021",,פ\24\2185,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2160546,,,0,0,מיכל רוזין,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מיכל רוזין
"הצעת חוק בתי המשפט (תיקון - קביעת מותבים בבית המשפט העליון), התשפ'א-2021",,פ\24\2186,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2160387,,,0,0,יעקב אשר,משה גפני,יריב לוין,שמחה רוטמן,אורי מקלב,משה ארבל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יעקב אשרמשה גפנייריב לויןשמחה רוטמןאורי מקלבמשה ארבל
הצעת חוק-יסוד: שכר נושאי משרה ברשויות השלטון (תיקוני חקיקה),,פ\24\2187,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161398,,,0,0,מכלוף מיקי זוהר,יריב לוין,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מכלוף מיקי זוהריריב לוין
"הצעת חוק שכר נושאי משרה ברשויות השלטון, התשפ'ב-2021",,פ\24\2188,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161396,,,0,0,מכלוף מיקי זוהר,יריב לוין,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מכלוף מיקי זוהריריב לוין
"הצעת חוק שידורי טלוויזיה (כתוביות ושפת סימנים) (תיקון - חובת ליווי בכתוביות תכנית ותשדיר פרסומת), התשפ""ב-2021",bignafcomp@gmail.com,פ/2189/24,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158713,"כולל גם ערוצים פרטייםץ מרחיב את חובת הכתוביות גם למקרים שיש תרגום לשפת הסימנים. השפעה כמעט אפשית, אבל צריך להתנגד קצת",,1,0,סמי אבו שחאדה,שירלי פינטו קדוש,אורי מקלב,ג'ידא רינאוי-זועבי,אחמד טיבי,עאידה תומא סלימאן,אוסאמה סעדי,מאזן גנאים,מאיר פרוש,נעמה לזימי,יעקב מרגי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,סמי אבו שחאדהשירלי פינטו קדושאורי מקלבג'ידא רינאוי-זועביאחמד טיביעאידה תומא סלימאןאוסאמה סעדימאזן גנאיםמאיר פרושנעמה לזימייעקב מרגי
"הצעת חוק לתיקון פקודת האגודות השיתופיות (מספר בתי אב ביישוב קהילתי), התשפ""ב-2021",bignafcomp@gmail.com,פ/2190/24,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156386,בדיון https://www.facebook.com/groups/144045162388547/posts/5108655339260813/?__cft__[0]=AZXk6OChi_etuJGqC3XL4Da9yd4pGHP-WuMJ-uHSHz8obidehBVeRb70KuEIwHp3mWKyD-CwfhlkB08EmMWiNumZ3ksdeZbDvGUfJ3nla02V6AiCOK9bx8nHPsV4UoLoPeTxfv2OfiouvrIsMmjAZsIA&__tn__=%2CO%2CP-R,,1,0,בצלאל סמוטריץ',אורית מלכה סטרוק,מיכל וולדיגר,שמחה רוטמן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,בצלאל סמוטריץ'אורית מלכה סטרוקמיכל וולדיגרשמחה רוטמן
"הצעת חוק הביטוח הלאומי (תיקון - קצבת נכות לעקרת בית), התשפ'ב-2021",,פ\24\2191,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161414,,,0,0,יוראי להב הרצנו,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יוראי להב הרצנו
"הצעת חוק המים (תיקון - איסור הפסקת אספקת מים), התשפ'ב-2021",,פ\24\2192,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159322,,,0,0,עאידה תומא סלימאן,איימן עודה,עופר כסיף,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עאידה תומא סלימאןאיימן עודהעופר כסיף
"הצעת חוק הביטוח הלאומי (תיקון - ביטול מבחן ההכנסה לצורך קבלת גמלת סיעוד), התשפ'ב-2021",dup_laws_bot,פ\24\2193,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161427,"ביטול התניית הזכאות לגמלת סיעוד במבחן הכנסה. ביטול של מלכודת עוני, עשוי להגדיל את הוצאות המדינה ראה חוק
פ/65/22 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081315",,0,0,דסטה גדי יברקן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,דסטה גדי יברקן
"הצעת חוק הביטוח הלאומי (תיקון - דמי אבטלה למתמחים), התשפ""ב-2021",bignafcomp@gmail.com,פ/2194/24,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161430,מגדיל הוצאות אבל מתקן עיוות. נייטרלי,,1,0,סמי אבו שחאדה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,סמי אבו שחאדה
"הצעת חוק הספורט (תיקון - ייצוג הולם לאוכלוסייה הערבית), התשפ""ב-2021",bignafcomp@gmail.com,פ/2195/24,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161432,"התערבות בהעסקת עובדים בגופים פרטיים שמקבלים תמיכה ממלשתית, לא נורא, אבל עדיין שלילי",,1,0,סמי אבו שחאדה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,סמי אבו שחאדה
"הצעת חוק למניעת אלימות במשפחה (תיקון - מניעת אלימות כלכלית), התשפ'ב-2021",dup_laws_bot,פ\24\2196,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161441,"לא ניתן לקבוע ראה חוק
פ/885/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2086185",,0,0,עאידה תומא סלימאן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עאידה תומא סלימאן
"הצעת חוק כביש אגרה (כביש ארצי לישראל) (תיקון - תנאי לגביית אגרה), התשפ'ב-2021",,פ\24\2197,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159343,,,0,0,עאידה תומא סלימאן,איימן עודה,עופר כסיף,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עאידה תומא סלימאןאיימן עודהעופר כסיף
"הצעת חוק התכנון והבנייה (תיקון - חיבור חשמל מטעמים הומניטריים), התשפ'ב-2021",,פ\24\2198,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161482,,,0,0,ג'ידא רינאוי-זועבי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ג'ידא רינאוי-זועבי
"הצעת חוק חינוך ממלכתי (תיקון - הוספת שיעורי חינוך גופני), התשפ'ב-2021",,פ\24\2199,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161462,,,0,0,סימון דוידסון,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,סימון דוידסון
"הצעת חוק הספורט (תיקון - מחיר נקוב לכרטיס לפעילות ספורט מאורגנת), התשפ'ב-2021",,פ\24\2200,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161452,,,0,0,סימון דוידסון,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,סימון דוידסון
"הצעת חוק גיל פרישה (תיקון - העלאת גיל הפרישה לנשים וקביעת צעדים תומכים לנשים בגילאי העבודה), התשפ'ב-2021",,פ\24\2201,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161445,,,0,0,עאידה תומא סלימאן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עאידה תומא סלימאן
"הצעת חוק העונשין (תיקון - תקיפת נהג אוטובוס ציבורי), התשפ'ב-2021",dup_laws_bot,פ\24\2202,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161211,"מונע שיקול דעת של שופט ויכול להכריח אותם לשלוח מישהו לתקופת מעצר ארוכה על עבירה שאולי תהיה מינורית. כמובן שהמדינה צריכה למנוע אלימות, אבל עונשים מיוחדים על נהגי אוטובוסים ציבוריים (ולא על נהגי אוטובוסים פרטיים) זה לא מתפקיד המדינה. ראה חוק
פ/2422/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2148216",,0,0,נעמה לזימי,אחמד טיבי,מוסי רז,מיכל רוזין,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,נעמה לזימיאחמד טיבימוסי רזמיכל רוזין
"הצעת חוק הזכות לקבורה אזרחית חלופית (תיקון – החזר הוצאות כספיות עבור קבורה חילונית בתשלום), התשפ'ב–2021",,פ\24\2203,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2160594,,,0,0,מיכל רוזין,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מיכל רוזין
"הצעת חוק המפלגות (תיקון - הגבלת מימון עצמי של נבחרי ציבור), התשפ""ב-2021",bignafcomp@gmail.com,פ/2204/24,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161444,מנסה לאסור על עשירים להוציא את כספם איך שבא להם. באמתלאות של השפעה לא מידתית על תוצאות בחירות (מה שלא מוכח מהמחקרים בתחום). כמובן מוצע על ידי חברי כנסת פחות עשירים שמקנאים.,,1,0,דוד אמסלם,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,דוד אמסלם
"הצעת חוק יכולת הציבור לחוקק, התשפ'ב-2021",,פ\24\2205,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159486,,,0,0,יואב קיש,בצלאל סמוטריץ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יואב קישבצלאל סמוטריץ'
"הצעת חוק חינוך ממלכתי (תיקון - חינוך לסובלנות ולמניעת הטרדה מינית), התשפ'ב-2021",,פ\24\2206,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161405,,,0,0,לימור מגן תלם,יבגני סובה,יוליה מלינובסקי,אלכס קושניר,שרון רופא אופיר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,לימור מגן תלםיבגני סובהיוליה מלינובסקיאלכס קושנירשרון רופא אופיר
"הצעת חוק השמירה על המקומות הקדושים (תיקון - חופש הפולחן), התשפ'ב-2021",,פ\24\2207,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161311,,,0,0,גלית דיסטל אטבריאן,בצלאל סמוטריץ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,גלית דיסטל אטבריאןבצלאל סמוטריץ'
"הצעת חוק הסיוע המשפטי (תיקון - הוצאות מומחים), התשפ'ב-2021",dup_laws_bot,פ\24\2208,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159949,"לא עניין ליברלי של ממש. ראה חוק
פ/2165/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2143572",,0,0,מנסור עבאס,מאזן גנאים,ווליד טאהא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מנסור עבאסמאזן גנאיםווליד טאהא
"הצעת חוק העונשין (תיקון – תקיפת נהג אוטובוס), התשפ'ב–2021",dup_laws_bot,פ\24\2209,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2159950,"מונע שיקול דעת של שופט ויכול להכריח אותם לשלוח מישהו לתקופת מעצר ארוכה על עבירה שאולי תהיה מינורית. כמובן שהמדינה צריכה למנוע אלימות, אבל עונשים מיוחדים על נהגי אוטובוסים ציבוריים (ולא על נהגי אוטובוסים פרטיים) זה לא מתפקיד המדינה. ראה חוק
פ/2422/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2148216",,0,0,מנסור עבאס,מאזן גנאים,ווליד טאהא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מנסור עבאסמאזן גנאיםווליד טאהא
"הצעת חוק הזכות לקבורה אזרחית חלופית (תיקון - קבורה דתית חלופית), התשפ'ב-2021",dup_laws_bot,פ\24\2210,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2160587,"זה נכון ששכר החיילים הוא זעום, ולכן החיילים מסתמכים על תמיכה כלילית משמפחה, אבל הפתרון הוא לא להגדיל קצבה, אלא לשנות את משך תקופת הגיוס הכפויה מ3 שנים ל0 שנים, כלומר להפוך את הצבא לצבא מקצועי במלואו, לא רק לקבע. ראה חוק
פ/31/21 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2078687",,0,0,מיכל רוזין,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מיכל רוזין
"הצעת חוק בתי דין רבניים (קיום פסקי דין של גירושין) (תיקון - גט אוטומטי), התשפ'ב-2021",,פ\24\2211,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2160023,,,0,0,רות וסרמן לנדה,ענבר בזק,טטיאנה מזרסקי,אמיר אוחנה,גלעד קריב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,רות וסרמן לנדהענבר בזקטטיאנה מזרסקיאמיר אוחנהגלעד קריב
"הצעת חוק להגנת חיית הבר (תיקון - ביטול רישיונות ציד), התשפ'ב-2021",,פ\24\2212,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2160537,,,0,0,יסמין פרידמן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יסמין פרידמן
"הצעת חוק הכשרות לאנשי מקצוע בנושא זיהוי ודיווח על התעללות בילדים, התשפ'ב-2021",,פ\24\2213,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161484,,,0,0,מיכל רוזין,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מיכל רוזין
"הצעת חוק זכות ייצוג לקטין המתנגד לאשפוז פסיכיאטרי (תיקוני חקיקה), התשפ'ב-2021",,פ\24\2214,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161682,,,0,0,קטי קטרין שטרית,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,קטי קטרין שטרית
"הצעת חוק התכנון והבנייה (תיקון - חובת הקמת מערכת סולארית לייצור חשמל במבנים), התשפ'ב-2021",,פ\24\2215,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161722,,,0,0,אלון טל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אלון טל
"הצעת חוק עסקאות גופים ציבוריים (תיקון - מעבר לרכבים ידידותיים לסביבה בגופים ציבוריים), התשפ'ב-2021",dup_laws_bot,פ\24\2216,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161723,"עלות גבוהה למשלמי המיסים. החצנות שליליות של זיהום אוויר יש לתמחר ולהפנים. לא תמיד זה שווה את ההשקעה של כספי משלמי המיסים שנגבו בכפייה. ראה חוק
פ/2310/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2143453",,0,0,אלון טל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אלון טל
"הצעת חוק ההתיישנות (תיקון - תביעה בגין אחריות לפגיעה מינית בקטין), התשפ""ב-2021",bignafcomp@gmail.com,פ/2217/24,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161882,לא רלוונטי למדד,,1,0,עאידה תומא סלימאן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עאידה תומא סלימאן
