קישור, שם, מספר חדש, דירוג, מספר קודם
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157218,"הצעת חוק הביטוח הלאומי (תיקון - הוראות לעניין עקרת בית), התשפ'א-2021",פ\24\1172,-2,פ/905/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157218,"הצעת חוק הביטוח הלאומי (תיקון - הוראות לעניין עקרת בית), התשפ'א-2021",פ\24\1172,-2,פ/905/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157400,"הצעת חוק למניעת הטרדה מינית (תיקון - הטלת חובות לשם מניעת הטרדה מינית במוסד חינוך), התשפ'א-2021",פ\24\1068,,פ/967/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157400,"הצעת חוק למניעת הטרדה מינית (תיקון - הטלת חובות לשם מניעת הטרדה מינית במוסד חינוך), התשפ'א-2021",פ\24\1068,,פ/1510/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157400,"הצעת חוק למניעת הטרדה מינית (תיקון - הטלת חובות לשם מניעת הטרדה מינית במוסד חינוך), התשפ'א-2021",פ\24\1068,,פ/1903/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157400,"הצעת חוק למניעת הטרדה מינית (תיקון - הטלת חובות לשם מניעת הטרדה מינית במוסד חינוך), התשפ'א-2021",פ\24\1068,,פ/967/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157400,"הצעת חוק למניעת הטרדה מינית (תיקון - הטלת חובות לשם מניעת הטרדה מינית במוסד חינוך), התשפ'א-2021",פ\24\1068,,פ/1510/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157400,"הצעת חוק למניעת הטרדה מינית (תיקון - הטלת חובות לשם מניעת הטרדה מינית במוסד חינוך), התשפ'א-2021",פ\24\1068,,פ/1903/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157468,"הצעת חוק עסקאות גופים ציבוריים (תיקון - מניעת העסקה במיקור חוץ בשירות הציבורי), התשפ'א-2021",פ\24\1250,,פ/1960/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157468,"הצעת חוק עסקאות גופים ציבוריים (תיקון - מניעת העסקה במיקור חוץ בשירות הציבורי), התשפ'א-2021",פ\24\1250,,פ/1960/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157535,"הצעת חוק לתיקון פקודת מס הכנסה (משיכה מקרן השתלמות לרכישת דירה ראשונה), התשפ'א-2021",פ\24\1200,,פ/876/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157535,"הצעת חוק לתיקון פקודת מס הכנסה (משיכה מקרן השתלמות לרכישת דירה ראשונה), התשפ'א-2021",פ\24\1200,,פ/876/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157836,"הצעת חוק הגנת הצרכן (תיקון - סיכום פניה), התשפ'א-2021",פ\24\1247,,פ/676/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157836,"הצעת חוק הגנת הצרכן (תיקון - סיכום פניה), התשפ'א-2021",פ\24\1247,,פ/676/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158036,"הצעת חוק זכויות הסטודנט (תיקון - פעילות ציבורית), התשפ'א-2021",פ\24\1112,,פ/381/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158036,"הצעת חוק זכויות הסטודנט (תיקון - פעילות ציבורית), התשפ'א-2021",פ\24\1112,,פ/1367/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158036,"הצעת חוק זכויות הסטודנט (תיקון - פעילות ציבורית), התשפ'א-2021",פ\24\1112,,פ/954/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158036,"הצעת חוק זכויות הסטודנט (תיקון - פעילות ציבורית), התשפ'א-2021",פ\24\1112,,פ/381/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156662,"הצעת חוק לצמצום רגולציה ושעורי אגרות לעסקים קטנים, התשפ'א-2021",פ\24\747,,פ/509/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156662,"הצעת חוק לצמצום רגולציה ושעורי אגרות לעסקים קטנים, התשפ'א-2021",פ\24\747,,פ/509/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157935,"הצעת חוק העמותות (תיקון - שקיפות במימון ממשלתי או עירוני), התשפ'א-2021",פ\24\1183,,פ/1946/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157935,"הצעת חוק העמותות (תיקון - שקיפות במימון ממשלתי או עירוני), התשפ'א-2021",פ\24\1183,,פ/1946/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157452,"הצעת חוק לתיקון פקודת היערות (חובת פרסום לציבור על ידי הצבת שלט), התשפ'א-2021",פ\24\1337,,פ/1722/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157969,"הצעת חוק העסקת עובדי הוראה, התשפ'א-2021",פ\24\1357,,פ/347/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157969,"הצעת חוק העסקת עובדי הוראה, התשפ'א-2021",פ\24\1357,,פ/347/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157041,"הצעת חוק סמכות ואחריות הורית (משמורת), התשפ'א-2021",פ\24\1392,,פ/1330/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157041,"הצעת חוק סמכות ואחריות הורית (משמורת), התשפ'א-2021",פ\24\1392,,פ/1330/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158347,"הצעת חוק זכויות למשפחות של אנשים עם מוגבלות, התשפ'א-2021",פ\24\1365,-2,פ/774/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158347,"הצעת חוק זכויות למשפחות של אנשים עם מוגבלות, התשפ'א-2021",פ\24\1365,-2,פ/774/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158464,"הצעת חוק הצמדת תשלומים לחיילים בודדים למדד המחירים לצרכן, התשפ'א-2021",פ\24\1349,,פ/266/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158464,"הצעת חוק הצמדת תשלומים לחיילים בודדים למדד המחירים לצרכן, התשפ'א-2021",פ\24\1349,,פ/705/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158464,"הצעת חוק הצמדת תשלומים לחיילים בודדים למדד המחירים לצרכן, התשפ'א-2021",פ\24\1349,,פ/266/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157681,"הצעת חוק הסדרת העיסוק בייעוץ השקעות, בשיווק השקעות ובניהול תיקי השקעות (תיקון - דיווח יועץ השקעות ללקוח), התשפ'א-2021",פ\24\1374,,פ/1773/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157681,"הצעת חוק הסדרת העיסוק בייעוץ השקעות, בשיווק השקעות ובניהול תיקי השקעות (תיקון - דיווח יועץ השקעות ללקוח), התשפ'א-2021",פ\24\1374,,פ/1773/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157441,"הצעת חוק איסור הפליה במוצרים, בשירותים ובכניסה למקומות בידור ולמקומות ציבוריים (תיקון - הפליה מחמת מראה והתניית רישיון עסק באיסור הפליה), התשפ'א-2021",פ\24\1339,,פ/1453/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157441,"הצעת חוק איסור הפליה במוצרים, בשירותים ובכניסה למקומות בידור ולמקומות ציבוריים (תיקון - הפליה מחמת מראה והתניית רישיון עסק באיסור הפליה), התשפ'א-2021",פ\24\1339,,פ/1453/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157020,"הצעת חוק ניירות ערך (תיקון - קנס מוגדל בגין הרצת מניות), התשפ'א-2021",פ\24\1350,,פ/1735/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157020,"הצעת חוק ניירות ערך (תיקון - קנס מוגדל בגין הרצת מניות), התשפ'א-2021",פ\24\1350,,פ/1735/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157481,"הצעת חוק תשלום שכר היועץ המשפטי ומבקר העירייה (תיקוני חקיקה), התשפ'א-2021",פ\24\1331,0,פ/580/22
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157958,"הצעת חוק לתיקון פקודת התעבורה (הוראות לעניין סככות המתנה בתחנות אוטובוס), התשפ'א-2021",פ\24\1321,,פ/1826/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157958,"הצעת חוק לתיקון פקודת התעבורה (הוראות לעניין סככות המתנה בתחנות אוטובוס), התשפ'א-2021",פ\24\1321,,פ/1826/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158419,"הצעת חוק לתיקון פקודת הסמים המסוכנים (הגדרת צמח הקנבוס, מדרוג עבירות ועונשים בסם קנבוס), התשפ'א-2021",פ\24\1373,3,פ/301/22
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158419,"הצעת חוק לתיקון פקודת הסמים המסוכנים (הגדרת צמח הקנבוס, מדרוג עבירות ועונשים בסם קנבוס), התשפ'א-2021",פ\24\1373,2,פ/80/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158419,"הצעת חוק לתיקון פקודת הסמים המסוכנים (הגדרת צמח הקנבוס, מדרוג עבירות ועונשים בסם קנבוס), התשפ'א-2021",פ\24\1373,2,פ/80/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157457,"הצעת חוק לתיקון פקודת הרוקחים (חובת איסוף סמי מרפא), התשפ'א-2021",פ\24\1316,,פ/1502/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157475,"הצעת חוק שיווי זכויות האישה (תיקון - פנייה שוויונית בשילוט במקום ציבורי), התשפ'א-2021",פ\24\1323,,פ/1899/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157475,"הצעת חוק שיווי זכויות האישה (תיקון - פנייה שוויונית בשילוט במקום ציבורי), התשפ'א-2021",פ\24\1323,,פ/1899/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157782,"הצעת חוק העונשין (תיקון - הגדרת גזענות), התשפ'א-2021",פ\24\1351,,פ/778/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157782,"הצעת חוק העונשין (תיקון - הגדרת גזענות), התשפ'א-2021",פ\24\1351,,פ/778/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158357,"הצעת חוק-יסוד: הממשלה (תיקון - סייג להטלת התפקיד להרכיב ממשלה)",פ\24\1376,0,פ/172/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158357,"הצעת חוק-יסוד: הממשלה (תיקון - סייג להטלת התפקיד להרכיב ממשלה)",פ\24\1376,0,פ/172/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157460,"הצעת חוק לתיקון פקודת התעבורה (שמירת מרחק בעת עקיפת רוכבי אופניים), התשפ'א-2021",פ\24\1341,,פ/1694/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157460,"הצעת חוק לתיקון פקודת התעבורה (שמירת מרחק בעת עקיפת רוכבי אופניים), התשפ'א-2021",פ\24\1341,,פ/1694/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157459,"הצעת חוק לתיקון פקודת התעבורה (שירותי תחבורה ציבורית ללא תשלום), התשפ'א-2021",פ\24\1342,-3,פ/452/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157459,"הצעת חוק לתיקון פקודת התעבורה (שירותי תחבורה ציבורית ללא תשלום), התשפ'א-2021",פ\24\1342,-3,פ/452/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157495,"חוק איסור פרסומת והגבלת השיווק של מוצרי טבק ועישון (תיקון מס' 8), התשפ'ב–2022",פ\24\1387,,פ/1817/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157495,"חוק איסור פרסומת והגבלת השיווק של מוצרי טבק ועישון (תיקון מס' 8), התשפ'ב–2022",פ\24\1387,,פ/1817/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157970,"הצעת חוק הקמת שדה תעופה בנבטים, התשפ'א-2021",פ\24\1324,,פ/339/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157970,"הצעת חוק הקמת שדה תעופה בנבטים, התשפ'א-2021",פ\24\1324,,פ/339/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158524,"הצעת חוק שכר מינימום (תיקון - עוולה נזיקית וקובלנה), התשפ'א-2021",פ\24\1403,,פ/239/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158524,"הצעת חוק שכר מינימום (תיקון - עוולה נזיקית וקובלנה), התשפ'א-2021",פ\24\1403,,פ/239/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157983,"הצעת חוק הפיקוח על שירותים פיננסיים (קופות גמל) (תיקון - הגבלת דמי ניהול לעמית שסיים את עבודתו), התשפ'א-2021",פ\24\1296,,פ/145/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157983,"הצעת חוק הפיקוח על שירותים פיננסיים (קופות גמל) (תיקון - הגבלת דמי ניהול לעמית שסיים את עבודתו), התשפ'א-2021",פ\24\1296,,פ/145/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157947,"הצעת חוק צער בעלי חיים (הגנה על בעלי חיים) (תיקון - איסור מכירת פרוות), התשפ'א-2021",פ\24\1305,,פ/586/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157947,"הצעת חוק צער בעלי חיים (הגנה על בעלי חיים) (תיקון - איסור מכירת פרוות), התשפ'א-2021",פ\24\1305,,פ/586/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157980,"הצעת חוק ההתייעלות הכלכלית (תיקוני חקיקה ליישום התכנית הכלכלית לשנים 2009 ו-2010) (תיקון - סיוע לעסקים קטנים ובינוניים בהתמודדות עם נגיף הקורונה) (הוראת שעה), התשפ'א-2021",פ\24\1298,,פ/155/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157980,"הצעת חוק ההתייעלות הכלכלית (תיקוני חקיקה ליישום התכנית הכלכלית לשנים 2009 ו-2010) (תיקון - סיוע לעסקים קטנים ובינוניים בהתמודדות עם נגיף הקורונה) (הוראת שעה), התשפ'א-2021",פ\24\1298,,פ/155/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157951,"הצעת חוק העסקת עובדים על ידי קבלני כוח אדם (תיקון - מגבלות ברישוי קבלני כוח אדם), התשפ'א-2021",פ\24\1301,,פ/370/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157951,"הצעת חוק העסקת עובדים על ידי קבלני כוח אדם (תיקון - מגבלות ברישוי קבלני כוח אדם), התשפ'א-2021",פ\24\1301,,פ/370/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157699,"הצעת חוק משבר נגיף הקורונה החדש (הגנה על שוק הדיור) (תיקוני חקיקה), התשפ״א-2021",פ\24\1394,-2,פ/1068/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157974,"הצעת חוק לפיצוי לנפגעי נגיף הקורונה, התשפ'א-2021",פ\24\1311,,פ/162/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157974,"הצעת חוק לפיצוי לנפגעי נגיף הקורונה, התשפ'א-2021",פ\24\1311,,פ/162/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157976,"הצעת חוק יסודות התקציב (תיקון - אישור הוועדה המשותפת לתקציב הביטחון להחלטות הממשלה להצטיידות או התעצמות), התשפ'א-2021",פ\24\1315,0,פ/209/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157976,"הצעת חוק יסודות התקציב (תיקון - אישור הוועדה המשותפת לתקציב הביטחון להחלטות הממשלה להצטיידות או התעצמות), התשפ'א-2021",פ\24\1315,0,פ/209/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158284,"הצעת חוק לימוד חובה (תיקון - חינוך חינם לפעוטות ולילדים), התשפ'א-2021",פ\24\1292,-3,פ/421/22
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158284,"הצעת חוק לימוד חובה (תיקון - חינוך חינם לפעוטות ולילדים), התשפ'א-2021",פ\24\1292,-3,פ/340/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158284,"הצעת חוק לימוד חובה (תיקון - חינוך חינם לפעוטות ולילדים), התשפ'א-2021",פ\24\1292,-3,פ/340/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157971,"הצעת חוק לקידום התחרות ולצמצום הריכוזיות (תיקון - קביעת תאגיד שאינו מדווח או שותפות כחברת שכבה), התשפ'א-2021",פ\24\1326,-2,פ/1380/22
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157971,"הצעת חוק לקידום התחרות ולצמצום הריכוזיות (תיקון - קביעת תאגיד שאינו מדווח או שותפות כחברת שכבה), התשפ'א-2021",פ\24\1326,-2,פ/204/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157971,"הצעת חוק לקידום התחרות ולצמצום הריכוזיות (תיקון - קביעת תאגיד שאינו מדווח או שותפות כחברת שכבה), התשפ'א-2021",פ\24\1326,-2,פ/204/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158707,"הצעת חוק הביטוח הלאומי (תיקון - דמי פגיעה לעצמאי), התשפ'א-2021",פ\24\1393,-1,פ/98/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158707,"הצעת חוק הביטוח הלאומי (תיקון - דמי פגיעה לעצמאי), התשפ'א-2021",פ\24\1393,0,פ/290/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158707,"הצעת חוק הביטוח הלאומי (תיקון - דמי פגיעה לעצמאי), התשפ'א-2021",פ\24\1393,,פ/769/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157707,"הצעת חוק זכויות התלמיד (תיקון - הנחה בתחבורה ציבורית), התשפ'א-2021",פ\24\1319,,פ/1173/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157707,"הצעת חוק זכויות התלמיד (תיקון - הנחה בתחבורה ציבורית), התשפ'א-2021",פ\24\1319,,פ/1173/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157950,"הצעת חוק לימודי יסוד במערכת החינוך, התשפ'א-2021",פ\24\1302,1,פ/84/22
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157950,"הצעת חוק לימודי יסוד במערכת החינוך, התשפ'א-2021",פ\24\1302,1,פ/421/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157950,"הצעת חוק לימודי יסוד במערכת החינוך, התשפ'א-2021",פ\24\1302,1,פ/543/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157950,"הצעת חוק לימודי יסוד במערכת החינוך, התשפ'א-2021",פ\24\1302,1,פ/558/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157950,"הצעת חוק לימודי יסוד במערכת החינוך, התשפ'א-2021",פ\24\1302,1,פ/543/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157975,"הצעת חוק יסודות התקציב (תיקון - תקציב המוקצה למאבק בנגיף הקורונה) (הוראת שעה), התשפ'א-2021",פ\24\1306,,פ/161/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157975,"הצעת חוק יסודות התקציב (תיקון - תקציב המוקצה למאבק בנגיף הקורונה) (הוראת שעה), התשפ'א-2021",פ\24\1306,,פ/161/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157982,"הצעת חוק לתיקון פקודת מס הכנסה (פטור ממס על מלגה לחוקר), התשפ'א-2021",פ\24\1297,,פ/146/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157982,"הצעת חוק לתיקון פקודת מס הכנסה (פטור ממס על מלגה לחוקר), התשפ'א-2021",פ\24\1297,,פ/146/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157443,"הצעת חוק איסור הפליה של תלמידים במערכת החינוך (תיקוני חקיקה), התשפ'א-2021",פ\24\1329,,פ/1749/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157443,"הצעת חוק איסור הפליה של תלמידים במערכת החינוך (תיקוני חקיקה), התשפ'א-2021",פ\24\1329,,פ/569/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157443,"הצעת חוק איסור הפליה של תלמידים במערכת החינוך (תיקוני חקיקה), התשפ'א-2021",פ\24\1329,,פ/1749/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157960,"הצעת חוק איסור הפליה במוצרים, בשירותים ובכניסה למקומות בידור ולמקומות ציבוריים (תיקון - הגדלת סכום הפיצוי בלא הוכחת נזק), התשפ'א-2021",פ\24\1354,-2,פ/1/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158363,"הצעת חוק עבודת נשים (תיקון - תקופת לידה והורות להורה יחיד), התשפ'א-2021 ",פ\24\1371,0,פ/291/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157465,"הצעת חוק סל הקליטה (תיקון - זכאות יוצאים לשאלה), התשפ'א-2021",פ\24\1340,,פ/1335/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157465,"הצעת חוק סל הקליטה (תיקון - זכאות יוצאים לשאלה), התשפ'א-2021",פ\24\1340,,פ/1335/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157472,"הצעת חוק צער בעלי חיים (הגנה על בעלי חיים) (תיקון - איסור על זיווג ומכירה של כלבים וחתולים), התשפ'א-2021",פ\24\1328,0,פ/179/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157472,"הצעת חוק צער בעלי חיים (הגנה על בעלי חיים) (תיקון - איסור על זיווג ומכירה של כלבים וחתולים), התשפ'א-2021",פ\24\1328,0,פ/179/23
